System,Name,Year,ROM Name,Players,Joystick Input,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Star Gladiator Episode 1: Final Crusade,1996,ldrun3,2,8 way,none,2,HORIZONTAL,Irem / licensed from Broderbund,No,No,Yes
arcade,Star Hawk,1979,ldrun4,2,8 way,none,2,HORIZONTAL,Irem / licensed from Broderbund,No,No,Yes
arcade,Star Jacker,1983,losttomb,2,twin stick,none,1,VERTICAL,Stern Electronics,No,No,Yes
arcade,Star Trek,1982,lostwsga,1,lightgun,dial,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Star Wars,1983,lupin3,1,4 way,stick,1,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Starblade,1991,mvp,1,8 way,stick,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Stargate,1981,mx5000,1,8 way,none,2,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Steel Gunner,1990,mace,2,8 way,lightgun,4,HORIZONTAL,Atari Games,No,Yes,Maybe
arcade,Steel Gunner 2,1991,madmotor,2,8 way,lightgun,2,HORIZONTAL,Mitchell,No,Yes,Maybe
arcade,Stone Ball,1994,madshark,4,8 way,none,2,VERTICAL,Allumer,No,No,Yes
arcade,Storm Blade,1996,mcatadv,2,8 way,none,3,HORIZONTAL,Wintechno,Yes,Yes,Maybe
arcade,Strata Bowling,1990,mgcrystl,2,8 way,trackball,2,HORIZONTAL,Kaneko,No,No,Yes
arcade,Stratovox,1980,magdrop2,2,8 way,none,4,HORIZONTAL NEOGEO,Data East,No,No,Yes
arcade,Street Fighter,1987,majtitle,2,8 way,none,4,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Street Fighter 2: Champion Edition,1992,maketrxb,2,4 way,none,0,VERTICAL,Alpha Denshi Co. / Kural,Yes,Yes,Maybe
arcade,Street Fighter 2: Hyper Fighting,1992,maniach,2,8 way,none,2,VERTICAL,Technos Japan / Taito,Yes,Yes,Maybe
arcade,Street Fighter 2: The World Warrior,1991,mmaze,2,8 way,none,3,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Street Fighter 3: New Generation,1997,mkartagp,2,analog,none,,HORIZONTAL,Namco / Nintendo,No,Yes,Maybe
arcade,Street Fighter Alpha 2,1996,mkartag2,2,analog,none,,HORIZONTAL,Namco / Nintendo,Yes,Yes,Maybe
arcade,Street Fighter Alpha 3,1998,mtlchamp,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Street Fighter Alpha 3 Mix,1998,marvland,2,8 way,none,3,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Street Fighter Alpha 3 Boss Edition,1998,mshvsfa,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter Alpha: Warriors' Dreams,1995,mvsc2,2,8 way,none,6,HORIZONTAL,Capcom / Marvel,No,No,Yes
arcade,Street Fighter EX,1996,mvscb,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter EX2,1998,marvins,2,8 way,none,1,VERTICAL,SNK,No,Yes,Maybe
arcade,Street Fighter III 2nd Impact: Giant Attack,1997,kamenrid,2,8 way,none,2,HORIZONTAL,Banpresto / Toei,No,Yes,Maybe
arcade,Street Fighter III 3rd Strike: Fight for the Future,1999,masterw,2,8 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Street Fighter Zero 2 Alpha,1996,matmania,2,8 way,none,2,VERTICAL,Technos Japan / Taito,No,No,Yes
arcade,Street Fighter: The Movie,1995,mofflott,2,8 way,none,2,VERTICAL,Taito,No,No,Yes
arcade,Street Football,1986,mmmbanc,2,8 way,stick,4,HORIZONTAL,Cave / AMI license,No,No,Yes
arcade,Street Hoop,1994,megablst,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Street Smart,1989,megaman,2,8 way,none,3,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Strider,1989,megazone,2,8 way,none,1,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Strider 2,1999,mermaid,4,8 way,none,1,HORIZONTAL,Sanritsu / Rock-Ola,No,No,Yes
arcade,Strike Fighter,1991,metalb,1,8 way,stick,3,HORIZONTAL,Taito,No,No,Yes
arcade,Strike Force,1991,metlclsh,2,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Strike Gunner S.T.G,1991,metlhawk,2,analog,none,2,VERTICAL,Namco,No,No,Yes
arcade,Strikers 1945,1995,metlsavr,2,8 way,none,3,HORIZONTAL,First Amusement,No,No,Yes
arcade,Strikers 1945 2,1997,mslug2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Strikers 1945 III (World),1999,msisaac,2,8 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Strikers 1945 Plus,1999,metmqstr,2,8 way,none,4,HORIZONTAL,Banpresto / Pandorabox,No,No,Yes
arcade,Subroc-3D,1982,mwarr,1,8 way,none,3,HORIZONTAL,Elettronica Video-Games S.R.L.,No,No,Yes
arcade,Success Joe,1990,mmonkey,2,4 way,none,1,VERTICAL,Technos Japan / Roller Tron,No,No,Yes
arcade,Sunset Riders,1991,mirninja,4,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Sunset Riders,1991,misncrft,2,8 way,none,4,VERTICAL,Sun,Yes,Yes,Maybe
arcade,Super Bagman,1984,mrviking,2,8 way,none,2,VERTICAL,SEGA,No,Yes,Maybe
arcade,Super Bubble 2003,2003,msgundam,2,8 way,none,2,HORIZONTAL,Banpresto / Allumer,No,No,Yes
arcade,Super Burger Time,1990,gundamex,2,8 way,none,4,HORIZONTAL,Banpresto,No,No,Yes
arcade,Super Chase: Criminal Termination,1992,gdfs,1,lightgun,pedal / paddle,3,HORIZONTAL,Banpresto,No,No,Yes
arcade,Super Cobra,1981,momoko,2,4 way,none,2,HORIZONTAL,Jaleco,No,Yes,Maybe
arcade,Super Contra,1988,miexchng,2,8 way,none,4,HORIZONTAL NEOGEO,Face,Yes,Yes,Maybe
arcade,Super Dodge Ball,1996,mfjump,2,8 way,none,3,HORIZONTAL,Tecmo,No,No,Yes
arcade,Super Dodge Ball,1987,mmaulers,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Super Gem Fighter Mini Mix,1997,moonwar,2,analog,none,4,VERTICAL,Stern Electronics,Yes,Yes,Maybe
arcade,Super Glob,1983,mk2chal,1,8 way,none,6,HORIZONTAL,hack,No,No,Yes
arcade,Super Hang-On (sitdown/upright),1987,msgogo,1,8 way,pedal / paddle,2,HORIZONTAL,Metro,Yes,Yes,Maybe
arcade,Super High Impact,1991,mtrap,4,4 way,none,4,HORIZONTAL,"Exidy / Exidy, Inc.",No,No,Yes
arcade,"Super Monaco GP (World, Rev B)",1989,mouser,1,8 way,pedal / paddle,1,VERTICAL,UPL,Yes,Yes,Maybe
arcade,Super Moon Cresta,1980,mrgoemon,1,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Super Pac-Man,1982,mugsmash,2,8 way,none,3,HORIZONTAL,Electronic Devices Italy / 3D Games England,No,No,Yes
arcade,Super Pac-Man,1982,mnchmobl,2,4 way,none,0,VERTICAL,SNK / Centuri license,No,No,Yes
arcade,Super Pang,1990,mbombrd,2,8 way,none,3,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Super Punch-Out!!,1984,mustache,1,8 way,none,2,VERTICAL,Seibu Kaihatsu / March license,Yes,Yes,Maybe
arcade,Super Puzzle Fighter II Turbo,1996,mystston,2,4 way,none,2,VERTICAL,Technos Japan / Tecmo,Yes,Yes,Maybe
arcade,Super Qix,1987,mysticm,2,8 way,none,1,HORIZONTAL,Williams,No,No,Yes
arcade,Super Ranger,1988,nycaptor,2,lightgun,none,1,HORIZONTAL,Taito,No,No,Yes
arcade,Super Real Darwin,1987,nbashowt,2,8 way,none,4,HORIZONTAL,Midway Games,No,No,Yes
arcade,Super Sidekicks,1992,ncv1,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,Super Sidekicks 2: The World Championship,1994,ncv2,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,Super Sidekicks 3: The Next Glory,1995,nastar,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Super Slam,1993,kuniokunb,4,8 way,none,3,HORIZONTAL,bootleg,No,No,Yes
arcade,Super Space Invaders '91,1990,nemesis,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Super Spacefortress Macross,1992,neobombe,2,8 way,none,4,HORIZONTAL NEOGEO,Hudson / SNK,No,No,Yes
arcade,Super Spacefortress Macross 2,1993,neomrdo,2,8 way,none,4,HORIZONTAL NEOGEO,Visco,No,No,Yes
arcade,Super Sprint,1986,neocup98,3,8 way,pedal / dial,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,"Super Spy, The",1990,tnextspc,2,8 way,none,2,VERTICAL,SNK,No,No,Yes
arcade,Super Stingray,1986,nightrai,2,8 way,none,3,HORIZONTAL,Takumi,No,No,Yes
arcade,Super Street Fighter 2: The New Challengers,1993,nwarru,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Super Street Fighter II Turbo,1994,ninclown,2,8 way,none,3,HORIZONTAL,Strata/Incredible Technologies,Yes,Yes,Maybe
arcade,Super Street Fighter II X: Grand Master Challenge,1994,ninjemak,2,8 way,none,3,VERTICAL,Nichibutsu,No,No,Yes
arcade,Super Trio,1994,nob,2,8 way,none,2,VERTICAL,Coreland / Data East,No,No,Yes
arcade,Super Volleyball,1989,nost,2,8 way,none,1,VERTICAL,Face,No,No,Yes
arcade,Super Xevious,1984,omegaf,2,8 way,none,2,VERTICAL,UPL,No,No,Yes
arcade,Super Zaxxon,1982,omegrace,2,analog,none,2,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Super-X,1994,opaopa,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Superior Soldiers,1993,olds,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Superman,1988,overtop,2,8 way,none,4,HORIZONTAL NEOGEO,ADK,No,Yes,Maybe
arcade,Surprise Attack,1990,pacplus,2,4 way,none,0,VERTICAL,Namco / Midway license,No,No,Yes
arcade,Survival Arts,1993,paddlema,2,8 way,none,2,VERTICAL,SNK,No,No,Yes
arcade,Susume! Mile Smile,1995,palamed,2,8 way,none,2,HORIZONTAL,"Hot-B Co., Ltd.",No,No,Yes
arcade,Swimmer,1982,pandoras,2,8 way,none,1,VERTICAL,Konami / Interlogic,No,No,Yes
arcade,Syvalion,1988,pangpang,2,8 way,trackball,2,HORIZONTAL,Dong Gue La Mi Ltd.,No,No,Yes
arcade,T.N.K 3,1985,ppcar,2,8 way,positional,2,HORIZONTAL,Icarus,Yes,Yes,Maybe
arcade,TH Strikes Back,1994,pangpoms,2,8 way,none,2,HORIZONTAL,Metro,No,No,Yes
arcade,Tac/Scan,1982,pang3,1,4 way,dial,1,HORIZONTAL,Mitchell / Capcom,No,No,Yes
arcade,Tag Team Wrestling,1983,panicbom,2,8 way,none,4,HORIZONTAL NEOGEO,Eighting / Hudson,No,No,Yes
arcade,Tailgunner,1979,panicstr,1,8 way,stick,1,HORIZONTAL,Kaneko,No,No,Yes
arcade,Taito Cup Finals,1993,pass,4,8 way,dial,2,HORIZONTAL,Oksan,No,No,Yes
arcade,Taito Power Goal,1994,passsht,4,8 way,dial,4,VERTICAL,SEGA,No,No,Yes
arcade,Tang Tang,2000,peggle,2,4 way,none,0,VERTICAL,Strata/Incredible Technologies,No,No,Yes
arcade,Tank Force,1991,penbros,2,8 way,none,2,HORIZONTAL,Subsino,No,No,Yes
arcade,Tapper,1983,pkunwar,2,4 way,none,1,HORIZONTAL,UPL,Yes,Yes,Maybe
arcade,Targ,1980,perfrman,1,8 way,none,2,VERTICAL,Toaplan / Data East,No,No,Yes
arcade,Task Force Harrier,1989,cppicf,2,8 way,none,2,VERTICAL,Data East,No,Yes,Maybe
arcade,Tattoo Assassins,1994,pigskin,2,8 way,none,3,HORIZONTAL,Midway,No,No,Yes
arcade,Tecmo Bowl,1987,pbaction,4,buttons only,none,4,VERTICAL,Tehkan,No,Yes,Maybe
arcade,Tecmo World Cup '90,1989,pipedrm,2,8 way,none,2,HORIZONTAL,Video System Co.,No,No,Yes
arcade,Tecmo World Soccer '96,1996,pipeline,2,8 way,none,2,HORIZONTAL,Daehyun Electronics,No,No,Yes
arcade,TeddyBoy Blues,1985,pipibibs,2,8 way,none,2,HORIZONTAL,Toaplan,No,Yes,Maybe
arcade,Teenage Mutant Ninja Turtles,1989,thepit,2,8 way,none,1,VERTICAL,Zilec Electronics,Yes,Yes,Maybe
arcade,Teenage Mutant Ninja Turtles,1989,plsmaswd,4,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Teenage Mutant Ninja Turtles: Turtles in Time,1991,pgoal,2,8 way,none,4,HORIZONTAL NEOGEO,Saurus,Yes,Yes,Maybe
arcade,Teenage Mutant Ninja Turtles: Turtles in Time,1991,plotting,4,8 way,none,1,HORIZONTAL,Taito,No,No,Yes
arcade,Tehkan World Cup,1985,plumppop,2,analog,trackball,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Tekken,1994,plusalph,2,8 way,none,2,VERTICAL,Jaleco,No,No,Yes
arcade,Tekken 2 Ver.B,1996,pnickj,2,8 way,none,3,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Tekken 3,1996,pnyaa,2,8 way,none,4,HORIZONTAL NEOGEO,Aiky / Taito,Yes,Yes,Maybe
arcade,Tekken Tag Tournament,1999,pktgaldx,2,8 way,none,3,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Tempest,1980,pocketrc,2,analog,dial,1,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Tempest Tubes,1980,ptblank2,2,lightgun,dial,1,HORIZONTAL,Namco,No,No,Yes
arcade,Tengai,1996,pollux,2,8 way,none,2,VERTICAL,Dooyong,Yes,Yes,Maybe
arcade,Terminator 2: Judgment Day,1991,pong,2,analog,stick,0,HORIZONTAL,Atari,Yes,Yes,Maybe
arcade,Terra Cresta,1985,ponpoko,2,4 way,none,1,HORIZONTAL,Sigma Enterprises Inc.,No,Yes,Maybe
arcade,Terra Force,1987,popbounc,2,8 way,none,3,HORIZONTAL NEOGEO,Video System Co. / SNK,No,Yes,Maybe
arcade,Tetris,1988,popflame,2,4 way,none,1,VERTICAL,Jaleco,Yes,Yes,Maybe
arcade,Tetris Plus,1995,popnpop,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Tetris Plus 2,1997,portman,2,8 way,none,1,VERTICAL,Taito / Nova Games Ltd. license,No,No,Yes
arcade,Tetris The Absolute: The Grand Master 2 Plus,2000,powerins,2,8 way,none,4,HORIZONTAL,Atlus,No,Yes,Maybe
arcade,Thief,1981,pwrinst2,2,8 way,none,4,HORIZONTAL,Atlus,No,No,Yes
arcade,Thrash Rally,1991,pspikes,2,8 way,none,3,HORIZONTAL,Video System Co. / Video System,No,No,Yes
arcade,"Three Stooges In Brides Is Brides, The",1984,pspikes2,3,8 way,none,4,HORIZONTAL NEOGEO,Video System Co.,No,No,Yes
arcade,Three Wonders,1991,prikura,2,8 way,none,4,HORIZONTAL,Atlus,Yes,Yes,Maybe
arcade,Thunder Blade (upright),1987,prosport,1,8 way,stick,2,VERTICAL,Data East,Yes,Yes,Maybe
arcade,Thunder Ceptor,1986,propcycl,1,analog,pedal / stick,0,HORIZONTAL,Namco,No,No,Yes
arcade,Thunder Cross,1988,psyvaria,2,8 way,none,3,VERTICAL,Success,No,No,Yes
arcade,Thunder Cross 2,1991,psyvarrv,2,8 way,none,3,VERTICAL,Success,No,No,Yes
arcade,Thunder Dragon,1991,pulirula,2,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,Thunder Dragon 2,1993,puchicar,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Thunder Force AC,1990,punkshot,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Thunder Fox,1990,pururun,2,8 way,none,2,HORIZONTAL,Metro / Banpresto,No,Yes,Maybe
arcade,Thunder Heroes,2001,puyo,2,8 way,none,1,HORIZONTAL,Compile / SEGA,No,No,Yes
arcade,Thunder Hoop,1992,puyopuy2,2,8 way,none,2,HORIZONTAL,Compile / SEGA,No,No,Yes
arcade,Thunder Zone,1991,puzzloop,4,8 way,none,2,HORIZONTAL,Mitchell,No,No,Yes
arcade,ThunderJaws,1990,pbobblen,2,8 way,none,4,HORIZONTAL NEOGEO,Taito,No,Yes,Maybe
arcade,Thundercade,1987,pbobbl2n,2,8 way,none,4,HORIZONTAL NEOGEO,Taito / SNK license,Yes,Yes,Maybe
arcade,Tiger Road,1987,pzlbowl,2,8 way,none,3,HORIZONTAL,MOSS / Nihon System,Yes,Yes,Maybe
arcade,Tiger-Heli,1985,puzzledp,2,8 way,none,4,HORIZONTAL NEOGEO,Visco,Yes,Yes,Maybe
arcade,Timber,1984,puzzldpr,2,8 way,none,4,HORIZONTAL NEOGEO,Visco,No,No,Yes
arcade,Time Crisis,1995,joyjoy,1,8 way,lightgun,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Time Killers,1992,puzzli,2,8 way,none,2,HORIZONTAL,Metro / Banpresto,No,No,Yes
arcade,Time Pilot,1982,qbertqub,2,8 way,none,0,VERTICAL,Mylstar,Yes,Yes,Maybe
arcade,Time Pilot '84,1984,qb3,2,twin stick,none,4,HORIZONTAL,Rock-Ola,Yes,Yes,Maybe
arcade,Time Soldiers,1987,quantum,2,trackball,positional,0,VERTICAL,General Computer Corporation / Atari license,Yes,Yes,Maybe
arcade,Time Tunnel,1982,rshark,2,8 way,none,4,VERTICAL,Dooyong,No,No,Yes
arcade,"Tin Star, The",1983,rabbit,2,8 way,none,4,HORIZONTAL,Aorn / Electronic Arts,No,No,Yes
arcade,Tinkle Pit,1993,rachero,4,analog,none,0,HORIZONTAL,SEGA,No,No,Yes
arcade,Title Fight,1992,radr,2,analog,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Toki,1989,radrad,2,8 way,none,2,HORIZONTAL,Nichibutsu USA,Yes,Yes,Maybe
arcade,Toki no Senshi: Chrono Soldier,1987,radikalb,2,4 way,none,3,HORIZONTAL,Gaelco,No,No,Yes
arcade,Tokio,1986,ragnagrd,2,8 way,none,4,HORIZONTAL NEOGEO,Saurus,Yes,Yes,Maybe
arcade,Toobin',1988,raiden2,2,8 way,only_buttons,2,VERTICAL,Seibu Kaihatsu / Fabtek license,Yes,Yes,Maybe
arcade,Top Hunter: Roddy & Cathy,1994,stratof,2,8 way,none,2,HORIZONTAL,Tecmo,No,No,Yes
arcade,Top Player's Golf,1990,rchase,2,lightgun,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Top Ranking Stars (Ver 2.1O 1993/05/21),1993,raimais,4,8 way,dial,2,HORIZONTAL,Taito,No,No,Yes
arcade,Top Speed,1987,rbislande,1,4 way,pedal / paddle / dial,2,HORIZONTAL,Taito,No,No,Yes
arcade,Toppy & Rappy,1996,rastan,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Total Carnage,1992,raycris,2,8 way,none,3,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,"Tough Turf (set 2, Japan)",1989,raycrisis,2,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,Toukidenshou: Angel Eyes,1996,raystorm,2,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,"Tower of Druaga, The",1984,razmataz,2,analog,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Track & Field,1983,reactor,4,trackball,only_buttons,2,HORIZONTAL,Gottlieb,Yes,Yes,Maybe
arcade,Transformer,1986,rbff1,1,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Traverse USA,1983,rbff2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Trick Trap,1987,ghostb3,2,8 way,none,2,HORIZONTAL,Data East / Activision,No,No,Yes
arcade,Tricky Doc,1987,redalert,2,4 way,none,1,VERTICAL,Irem / GDI license,No,No,Yes
arcade,Trio The Punch: Never Forget Me...,1989,redbaron,2,analog,none,1,HORIZONTAL,Atari,No,No,Yes
arcade,Trog,1990,regulus,4,8 way,none,2,VERTICAL,SEGA,Yes,Yes,Maybe
arcade,Trojan,1986,reikaids,2,8 way,none,3,HORIZONTAL,Home Data,Yes,Yes,Maybe
arcade,Tron,1982,relief,2,8 way,dial,3,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Tropical Angel,1983,repulse,2,8 way,none,2,VERTICAL,Crux / SEGA,Yes,Yes,Maybe
arcade,Truxton,1988,roishtar,2,twin stick,none,2,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Truxton 2,1992,retofinv,2,4 way,none,1,VERTICAL,Taito,No,Yes,Maybe
arcade,Tube Panic,1984,ribbit,2,8 way,none,0,HORIZONTAL,SEGA,No,No,Yes
arcade,Tumble Pop,1991,ridingf,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Turbo,1981,ridhero,1,8 way,dial,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Turbo Force,1991,rimrockn,3,8 way,none,2,HORIZONTAL,Strata/Incredible Technologies,No,No,Yes
arcade,Turbo Out Run (cockpit),1989,ringking,1,8 way,pedal / paddle,3,VERTICAL,Woodplace Inc. / Data East,No,Yes,Maybe
arcade,Turkey Shoot,1984,ringrage,1,8 way,stick,4,HORIZONTAL,Taito,No,No,Yes
arcade,Turtle Ship,1988,ripoff,2,4 way,none,2,HORIZONTAL,Cinematronics,No,No,Yes
arcade,Turtles,1981,riskchal,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Tutankham,1982,rpatrol,2,4 way,none,1,HORIZONTAL,Orca,Yes,Yes,Maybe
arcade,Twin Action,1995,rockrage,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Twin Bee Yahhoo!,1995,rjammer,4,8 way,none,3,HORIZONTAL,Nichibutsu / Alice,No,No,Yes
arcade,Twin Cobra,1987,rollerg,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Twin Cobra 2,1995,rompers,4,8 way,dial,3,VERTICAL,Namco,No,No,Yes
arcade,Twin Eagle 2: The Rescue Mission,1994,roughrac,2,8 way,none,3,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Twin Eagle: Revenge Joe's Brother,1988,ryujin,2,8 way,none,3,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Twin Falcons,1989,srdmissn,2,8 way,none,2,VERTICAL,Kyugo / Taito,No,No,Yes
arcade,Twin Hawk,1989,ssmissin,2,8 way,none,2,VERTICAL,Comad,No,No,Yes
arcade,Twin Qix,1995,sdfight,4,8 way,dial,3,HORIZONTAL,SemiCom / Tirano,No,No,Yes
arcade,TwinBee,1985,neobattl,2,8 way,none,1,VERTICAL,Banpresto / Sotsu Agency. Sunrise,No,Yes,Maybe
arcade,Twinkle,1997,sdgndmps,2,8 way,none,2,HORIZONTAL,Banpresto / Bandai,No,No,Yes
arcade,Twinkle Star Sprites,1996,sabotenb,2,8 way,none,2,HORIZONTAL,NMK / Tecmo,No,No,Yes
arcade,Two Crude,1990,stdragon,2,8 way,none,2,HORIZONTAL,Jaleco / NMK,Yes,Yes,Maybe
arcade,U.N. Defense Force: Earth Joker,1993,samuraia,2,8 way,none,3,VERTICAL,Psikyo / Banpresto license,No,No,Yes
arcade,U.N. Squadron,1989,tsamurai,2,4 way,none,2,VERTICAL,Kaneko / Taito,Yes,Yes,Maybe
arcade,U.S. Championship V'ball,1988,samsptk,4,8 way,none,6,HORIZONTAL,Sammy / SNK Playmore,No,No,Yes
arcade,US AAF Mustang,1990,sandscrp,2,8 way,none,2,VERTICAL,Face,Yes,Yes,Maybe
arcade,Ufo Robo Dangar,1986,schmeisr,2,8 way,none,3,HORIZONTAL,Hot-B,No,No,Yes
arcade,"Ultimate 11, The: The SNK Football Championship",1996,sspirits,2,8 way,none,3,VERTICAL,SEGA,No,No,Yes
arcade,Ultimate Mortal Kombat 3,1994,seawolf,2,analog,none,1,HORIZONTAL,Dave Nutting Associates / Midway,Yes,Yes,Maybe
arcade,Ultra Toukon Densetsu,1993,sonic,2,trackball,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Ultra X Weapons,1995,sonicp,2,trackball,none,1,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Ultraman,1991,seicross,2,8 way,none,1,VERTICAL,Nichibutsu / Alice,No,No,Yes
arcade,Ultraman Club: Tatakae! Ultraman Kyoudai!!,1992,selfeena,2,8 way,none,3,HORIZONTAL,East Technology,No,No,Yes
arcade,Under Defeat (Japan),2005,senjyo,2,8 way,none,1,VERTICAL,Tehkan,No,Yes,Maybe
arcade,Undercover Cops,1992,shackled,3,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,UniWar S,1980,shikigam,2,8 way,none,3,VERTICAL,Alfa System / Taito,No,No,Yes
arcade,Up'n Down,1983,tshingen,2,8 way,none,3,HORIZONTAL,Jaleco,Yes,Yes,Maybe
arcade,Valkyrie no Densetsu,1989,shogwarr,2,8 way,none,4,HORIZONTAL,Kaneko,No,No,Yes
arcade,Valtric,1986,shootout,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Vamf x1/2,1999,shootbul,2,trackball,none,1,VERTICAL,Bally Midway,No,No,Yes
arcade,Vampire Savior 2: The Lord of Vampire,1997,shrike,2,analog,none,5,HORIZONTAL,Bally/Sente,Yes,Yes,Maybe
arcade,Vampire Savior: The Lord of Vampire,1997,shufshot,2,trackball,none,2,HORIZONTAL,Strata/Incredible Technologies / Strata,No,No,Yes
arcade,Vandyke,1990,shuuz,2,trackball,none,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Vanguard,1981,silvmil,2,8 way,none,3,VERTICAL,Para,No,No,Yes
arcade,Vanguard 2,1984,simpbowl,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Vapor Trail: Hyper Offence Formation,1989,simpsons,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Varth: Operation Thunderstorm,1992,sindbadm,2,4 way,none,1,VERTICAL,SEGA,Yes,Yes,Maybe
arcade,Vasara,2000,skullxbo,2,8 way,none,2,HORIZONTAL,Atari Games / Atari,No,Yes,Maybe
arcade,Vasara 2,2001,skullfng,2,8 way,none,4,VERTICAL,Data East,Yes,Yes,Maybe
arcade,Vastar,1983,skyadvnt,2,8 way,none,3,VERTICAL,Alpha Denshi Co.,No,No,Yes
arcade,Vendetta,1991,skyalert,4,8 way,none,2,VERTICAL,Metro,No,No,Yes
arcade,Vendetta,1991,skyarmy,2,8 way,none,2,VERTICAL,Shoei,No,Yes,Maybe
arcade,Victory Road,1986,skyfox,2,8 way,positional,2,VERTICAL,Jaleco / Nichibutsu USA license,Yes,Yes,Maybe
arcade,Viewpoint,1992,skykid,2,8 way,none,2,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Vigilante,1988,skykiddx,2,8 way,none,2,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Vimana,1991,skylancr,2,8 way,none,1,VERTICAL,Orca / Bordun International,No,Yes,Maybe
arcade,Vindicators,1988,skyrobo,2,8 way,none,3,HORIZONTAL,Nichibutsu,Yes,Yes,Maybe
arcade,Vindicators Part 2,1988,skyskipr,2,8 way,none,2,HORIZONTAL,Nintendo,No,No,Yes
