System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers
arcade,wrestwar,"Wrestle War (set 3, World)",,,,,,,,,,VERTICAL,1989,2,8 way,3,SEGA,joy8way,,SEGA
arcade,wyvernf0,Wyvern F-0,,,,,,,,,,VERTICAL,1985,2,8 way,3,Taito,joy8way,,Taito
arcade,xmen,X-Men,,,,,,,,,,HORIZONTAL,1992,4,8 way,3,Konami,joy8way,,Konami
arcade,xiistag,XII Stag,,,,,,,,,,VERTICAL,2002,4,8 way,3,Other,joy8way,,Triangle Service
arcade,xexex,Xexex,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami
arcade,youjyudn,Youjyuden,,,,,,,,,,VERTICAL,1986,2,8 way,2,Irem,joy8way,,Irem
arcade,zedblade,Zed Blade,,,,,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,NMK / Saurus
arcade,zektor,Zektor,,,,,,,,,,HORIZONTAL,1982,1,analog,2,SEGA,,dial,SEGA
arcade,zerogu2,Zero Gunner 2,,,,,,,,,,HORIZONTAL,2001,2,8 way,6,Psikyo,joy8way,,Psikyo
arcade,zingzip,Zing Zing Zip,,,,,,,,,,VERTICAL,1992,2,8 way,2,Tecmo,joy8way,,Allumer / Tecmo
arcade,zintrckb,Zintrick,,,,,,,,,,HORIZONTAL,1996,2,8 way,4,Other,joy8way,,bootleg
arcade,zupapa,Zupapa!,,,,,,,,,,HORIZONTAL NEOGEO,2001,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,zwackery,Zwackery,,,,,,,,,,HORIZONTAL,1984,1,8 way,4,Midway,joy8way,dial,Bally Midway
arcade,zzyzzyxx,Zzyzzyxx,,,,,,,,,,VERTICAL,1982,2,4 way,1,Other,joyvertical2way,,Cinematronics / Advanced Microcomputer Systems
CONSOLE ,WipEout Pulse,WipEout Pulse,,,,,,,,,,CONSOLE ,2007,1,analog,6,SEGA,,,
CONSOLE ,Crash Bandicoot - The Wrath of Cortex,Crash Bandicoot - The Wrath of Cortex,,,,,,,,,,CONSOLE ,2001,1,analog,6,Other,,,
CONSOLE ,Super Mario Strikers,Super Mario Strikers,,,,,,,,,,CONSOLE ,2005,2,analog,6,Nintendo,,,
